2019-06-08 00:01:10,52.43 M,1.98 G,6.70 K,419.27 K
2019-06-08 00:02:16,52.54 M,1.99 G,7.03 K,355.71 K
2019-06-08 00:02:18,52.54 M,1.99 G,0.00 B,60.00 B
2019-06-08 00:02:20,52.54 M,1.99 G,1.68 K,15.95 K
2019-06-08 00:02:22,52.54 M,1.99 G,0.00 B,168.00 B
2019-06-08 00:02:24,52.55 M,1.99 G,0.00 B,384.00 B
2019-06-08 00:02:26,52.55 M,1.99 G,0.00 B,324.00 B
2019-06-08 00:02:28,52.56 M,1.99 G,7.22 K,354.73 K
2019-06-08 00:02:30,52.56 M,1.99 G,0.00 B,1.16 K
2019-06-08 00:02:32,52.56 M,1.99 G,0.00 B,324.00 B
2019-06-08 00:02:34,52.57 M,1.99 G,0.00 B,1.34 K
2019-06-08 00:02:36,52.57 M,1.99 G,0.00 B,1.54 K
2019-06-08 00:02:38,52.57 M,1.99 G,84.00 B,1.50 K
2019-06-08 00:02:40,52.57 M,1.99 G,0.00 B,1.32 K
2019-06-08 00:02:42,52.58 M,1.99 G,0.00 B,1.07 K
2019-06-08 00:02:44,52.58 M,1.99 G,0.00 B,648.00 B
2019-06-08 00:02:46,52.59 M,1.99 G,0.00 B,336.00 B
2019-06-08 00:02:49,52.59 M,1.99 G,0.00 B,708.00 B
2019-06-08 00:02:51,52.59 M,1.99 G,0.00 B,120.00 B
2019-06-08 00:02:53,52.59 M,1.99 G,0.00 B,336.00 B
2019-06-08 00:02:56,52.60 M,1.99 G,0.00 B,180.00 B
2019-06-08 00:02:58,52.60 M,1.99 G,0.00 B,168.00 B
2019-06-08 00:03:01,52.60 M,1.99 G,0.00 B,432.00 B
2019-06-08 00:03:03,52.60 M,1.99 G,0.00 B,924.00 B
2019-06-08 00:03:05,52.60 M,1.99 G,924.00 B,11.65 K
2019-06-08 00:03:07,52.60 M,1.99 G,0.00 B,1.05 K
2019-06-08 00:03:09,52.60 M,1.99 G,0.00 B,1.28 K
2019-06-08 00:03:12,52.61 M,1.99 G,0.00 B,1.05 K
2019-06-08 00:03:14,52.61 M,1.99 G,0.00 B,648.00 B
2019-06-08 00:03:17,52.61 M,1.99 G,0.00 B,444.00 B
2019-06-08 00:03:19,52.61 M,1.99 G,0.00 B,336.00 B
2019-06-08 00:03:21,52.61 M,1.99 G,0.00 B,276.00 B
2019-06-08 00:03:23,52.62 M,1.99 G,0.00 B,276.00 B
2019-06-08 00:03:25,52.62 M,1.99 G,0.00 B,444.00 B
2019-06-08 00:03:27,52.62 M,1.99 G,6.06 K,272.34 K
2019-06-08 00:03:29,52.62 M,1.99 G,0.00 B,540.00 B
2019-06-08 00:03:31,52.62 M,1.99 G,1.16 K,17.34 K
2019-06-08 00:03:33,52.62 M,1.99 G,0.00 B,768.00 B
2019-06-08 00:03:35,52.62 M,1.99 G,204.00 B,1.56 K
2019-06-08 00:03:38,52.63 M,1.99 G,0.00 B,1.32 K
2019-06-08 00:03:40,52.63 M,1.99 G,3.95 K,193.83 K
2019-06-08 00:03:42,52.63 M,1.99 G,0.00 B,492.00 B
2019-06-08 00:03:45,52.63 M,1.99 G,0.00 B,444.00 B
2019-06-08 00:03:47,52.64 M,1.99 G,7.40 K,313.15 K
2019-06-08 00:03:49,52.64 M,1.99 G,0.00 B,276.00 B
2019-06-08 00:03:51,52.65 M,1.99 G,7.46 K,312.70 K
2019-06-08 00:03:53,52.65 M,1.99 G,0.00 B,228.00 B
2019-06-08 00:03:55,52.65 M,1.99 G,0.00 B,444.00 B
2019-06-08 00:03:57,52.65 M,1.99 G,0.00 B,1.43 K
2019-06-08 00:03:59,52.66 M,1.99 G,7.07 K,312.32 K
2019-06-08 00:04:01,52.66 M,1.99 G,0.00 B,816.00 B
2019-06-08 00:04:03,52.67 M,1.99 G,7.98 K,313.56 K
2019-06-08 00:04:05,52.67 M,1.99 G,0.00 B,1.59 K
2019-06-08 00:04:07,52.68 M,1.99 G,7.65 K,313.47 K
2019-06-08 00:04:09,52.68 M,1.99 G,0.00 B,1.85 K
2019-06-08 00:04:11,52.68 M,1.99 G,2.84 K,95.88 K
2019-06-08 00:04:13,52.68 M,1.99 G,0.00 B,540.00 B
2019-06-08 00:04:15,52.68 M,1.99 G,0.00 B,108.00 B
2019-06-08 00:04:17,52.69 M,1.99 G,1.88 K,1.40 K
2019-06-08 00:04:19,52.69 M,1.99 G,0.00 B,0.00 B
2019-06-08 00:04:21,52.69 M,1.99 G,2.45 K,54.21 K
2019-06-08 00:04:23,52.69 M,1.99 G,0.00 B,336.00 B
2019-06-08 00:04:25,52.69 M,1.99 G,0.00 B,60.00 B
2019-06-08 00:04:28,52.69 M,1.99 G,0.00 B,336.00 B
2019-06-08 00:04:30,52.69 M,1.99 G,0.00 B,1.54 K
2019-06-08 00:04:32,52.71 M,1.99 G,8.42 K,497.93 K
2019-06-08 00:04:34,52.71 M,1.99 G,0.00 B,1.17 K
2019-06-08 00:04:36,52.72 M,1.99 G,12.30 K,727.07 K
2019-06-08 00:04:38,52.72 M,1.99 G,0.00 B,1.54 K
2019-06-08 00:04:40,52.73 M,1.99 G,7.03 K,496.64 K
2019-06-08 00:04:42,52.73 M,1.99 G,0.00 B,924.00 B
2019-06-08 00:04:44,52.73 M,1.99 G,0.00 B,168.00 B
2019-06-08 00:04:46,52.73 M,1.99 G,462.00 B,1.79 K
2019-06-08 00:04:48,52.73 M,1.99 G,0.00 B,276.00 B
2019-06-08 00:04:50,52.73 M,1.99 G,0.00 B,0.00 B
2019-06-08 00:04:52,52.73 M,1.99 G,462.00 B,1.35 K
2019-06-08 00:04:54,52.73 M,1.99 G,0.00 B,216.00 B
2019-06-08 00:04:56,52.73 M,1.99 G,0.00 B,384.00 B
2019-06-08 00:04:58,52.73 M,1.99 G,1.03 K,11.58 K
2019-06-08 00:05:00,52.73 M,1.99 G,0.00 B,1.43 K
2019-06-08 00:05:02,52.73 M,1.99 G,0.00 B,1.59 K
2019-06-08 00:05:04,52.73 M,1.99 G,0.00 B,1.27 K
2019-06-08 00:05:08,52.73 M,1.99 G,0.00 B,816.00 B
2019-06-08 00:05:10,52.73 M,1.99 G,0.00 B,876.00 B
2019-06-08 00:05:12,52.74 M,1.99 G,6.38 K,446.45 K
2019-06-08 00:05:14,52.74 M,1.99 G,0.00 B,384.00 B
2019-06-08 00:05:16,52.74 M,1.99 G,0.00 B,396.00 B
2019-06-08 00:05:18,52.74 M,1.99 G,330.00 B,3.86 K
2019-06-08 00:05:20,52.74 M,1.99 G,0.00 B,180.00 B
2019-06-08 00:05:22,52.74 M,1.99 G,0.00 B,324.00 B
2019-06-08 00:05:24,52.75 M,1.99 G,462.00 B,2.30 K
2019-06-08 00:05:26,52.75 M,1.99 G,0.00 B,108.00 B
2019-06-08 00:05:28,52.75 M,1.99 G,0.00 B,2.10 K
2019-06-08 00:05:30,52.75 M,1.99 G,462.00 B,2.18 K
2019-06-08 00:05:32,52.75 M,1.99 G,0.00 B,972.00 B
2019-06-08 00:05:34,52.75 M,1.99 G,0.00 B,864.00 B
2019-06-08 00:05:36,52.75 M,1.99 G,462.00 B,5.28 K
2019-06-08 00:05:38,52.75 M,1.99 G,204.00 B,318.00 B
2019-06-08 00:05:40,52.75 M,1.99 G,42.00 B,768.00 B
2019-06-08 00:05:42,52.75 M,1.99 G,594.00 B,2.29 K
2019-06-08 00:05:44,52.75 M,1.99 G,0.00 B,276.00 B
2019-06-08 00:05:46,52.75 M,1.99 G,0.00 B,336.00 B
2019-06-08 00:05:48,52.75 M,1.99 G,1.55 K,73.33 K
2019-06-08 00:05:50,52.75 M,1.99 G,0.00 B,492.00 B
2019-06-08 00:05:52,52.75 M,1.99 G,0.00 B,660.00 B
2019-06-08 00:05:54,52.76 M,1.99 G,4.58 K,272.88 K
2019-06-08 00:05:56,52.76 M,1.99 G,0.00 B,2.04 K
2019-06-08 00:05:58,52.76 M,1.99 G,0.00 B,1.27 K
2019-06-08 00:06:00,52.76 M,1.99 G,2.71 K,104.27 K
2019-06-08 00:06:03,52.76 M,1.99 G,0.00 B,1.17 K
2019-06-08 00:06:05,52.76 M,1.99 G,0.00 B,1.28 K
2019-06-08 00:06:07,52.76 M,1.99 G,1.74 K,61.47 K
2019-06-08 00:06:09,52.77 M,1.99 G,0.00 B,768.00 B
2019-06-08 00:06:11,52.77 M,1.99 G,0.00 B,168.00 B
2019-06-08 00:06:14,52.77 M,1.99 G,0.00 B,276.00 B
2019-06-08 00:06:16,52.77 M,1.99 G,0.00 B,216.00 B
2019-06-08 00:06:18,52.77 M,1.99 G,0.00 B,243.00 B
2019-06-08 00:06:20,52.77 M,1.99 G,0.00 B,540.00 B
2019-06-08 00:06:22,52.78 M,1.99 G,0.00 B,324.00 B
2019-06-08 00:06:24,52.78 M,1.99 G,0.00 B,756.00 B
2019-06-08 00:06:26,52.78 M,2.00 G,0.00 B,924.00 B
2019-06-08 00:06:28,52.78 M,2.00 G,0.00 B,1.23 K
2019-06-08 00:06:30,52.79 M,2.00 G,0.00 B,1.37 K
2019-06-08 00:06:32,52.79 M,2.00 G,0.00 B,1.01 K
2019-06-08 00:06:34,52.80 M,2.00 G,0.00 B,1.34 K
2019-06-08 00:06:36,52.80 M,2.00 G,0.00 B,864.00 B
2019-06-08 00:06:38,52.80 M,2.00 G,0.00 B,648.00 B
2019-06-08 00:06:40,52.80 M,2.00 G,0.00 B,108.00 B
2019-06-08 00:06:42,52.81 M,2.00 G,0.00 B,444.00 B
2019-06-08 00:06:44,52.81 M,2.00 G,84.00 B,288.00 B
2019-06-08 00:06:46,52.81 M,2.00 G,3.20 K,162.12 K
2019-06-08 00:06:48,52.81 M,2.00 G,0.00 B,0.00 B
2019-06-08 00:06:50,52.82 M,2.00 G,6.21 K,240.11 K
2019-06-08 00:06:52,52.82 M,2.00 G,0.00 B,1.23 K
2019-06-08 00:06:54,52.83 M,2.00 G,0.00 B,504.00 B
2019-06-08 00:06:56,52.83 M,2.00 G,0.00 B,1.11 K
2019-06-08 00:06:58,52.83 M,2.00 G,0.00 B,1.65 K
2019-06-08 00:07:00,52.83 M,2.00 G,0.00 B,492.00 B
2019-06-08 00:07:03,52.84 M,2.00 G,0.00 B,972.00 B
2019-06-08 00:07:05,52.84 M,2.00 G,0.00 B,120.00 B
2019-06-08 00:07:07,52.84 M,2.00 G,1.68 K,61.14 K
2019-06-08 00:07:09,52.84 M,2.00 G,0.00 B,168.00 B
2019-06-08 00:07:11,52.84 M,2.00 G,0.00 B,552.00 B
2019-06-08 00:07:13,52.84 M,2.00 G,0.00 B,180.00 B
2019-06-08 00:07:15,52.84 M,2.00 G,0.00 B,0.00 B
2019-06-08 00:07:17,52.84 M,2.00 G,0.00 B,552.00 B
2019-06-08 00:07:20,52.84 M,2.00 G,0.00 B,1.11 K
2019-06-08 00:07:22,52.84 M,2.00 G,0.00 B,1.06 K
2019-06-08 00:07:25,52.84 M,2.00 G,0.00 B,1.67 K
2019-06-08 00:07:27,52.84 M,2.00 G,0.00 B,1.11 K
2019-06-08 00:07:29,52.85 M,2.00 G,1.10 K,4.80 K
2019-06-08 00:07:32,52.85 M,2.00 G,0.00 B,1.05 K
2019-06-08 00:07:34,52.85 M,2.00 G,0.00 B,1.05 K
2019-06-08 00:07:36,52.86 M,2.00 G,10.99 K,481.01 K
2019-06-08 00:07:38,52.86 M,2.00 G,0.00 B,216.00 B
2019-06-08 00:07:40,52.87 M,2.00 G,9.99 K,529.68 K
2019-06-08 00:07:42,52.87 M,2.00 G,0.00 B,60.00 B
2019-06-08 00:07:44,52.88 M,2.00 G,9.94 K,524.16 K
2019-06-08 00:07:46,52.88 M,2.00 G,84.00 B,288.00 B
2019-06-08 00:07:48,52.88 M,2.00 G,0.00 B,108.00 B
2019-06-08 00:07:50,52.89 M,2.00 G,0.00 B,600.00 B
2019-06-08 00:07:52,52.89 M,2.00 G,0.00 B,492.00 B
2019-06-08 00:07:54,52.90 M,2.00 G,0.00 B,864.00 B
2019-06-08 00:07:56,52.90 M,2.00 G,0.00 B,2.03 K
2019-06-08 00:07:58,52.91 M,2.00 G,9.24 K,521.86 K
2019-06-08 00:08:00,52.91 M,2.00 G,0.00 B,1.61 K
2019-06-08 00:08:02,52.92 M,2.00 G,10.44 K,519.91 K
2019-06-08 00:08:04,52.92 M,2.00 G,0.00 B,936.00 B
2019-06-08 00:08:06,52.92 M,2.00 G,0.00 B,432.00 B
2019-06-08 00:08:08,52.93 M,2.00 G,0.00 B,735.00 B
2019-06-08 00:08:10,52.93 M,2.00 G,9.33 K,517.41 K
2019-06-08 00:08:12,52.93 M,2.00 G,0.00 B,320.00 B
2019-06-08 00:08:14,52.94 M,2.00 G,9.36 K,527.10 K
2019-06-08 00:08:16,52.94 M,2.00 G,0.00 B,504.00 B
2019-06-08 00:08:18,52.95 M,2.00 G,9.62 K,528.25 K
2019-06-08 00:08:20,52.95 M,2.00 G,0.00 B,288.00 B
2019-06-08 00:08:22,52.96 M,2.00 G,9.77 K,524.78 K
2019-06-08 00:08:24,52.96 M,2.00 G,0.00 B,1.05 K
2019-06-08 00:08:26,52.97 M,2.00 G,9.20 K,523.40 K
2019-06-08 00:08:28,52.97 M,2.00 G,0.00 B,1.84 K
2019-06-08 00:08:30,52.98 M,2.00 G,10.48 K,524.85 K
2019-06-08 00:08:32,52.98 M,2.00 G,0.00 B,1.34 K
2019-06-08 00:08:34,52.98 M,2.00 G,2.38 K,100.28 K
2019-06-08 00:08:36,52.98 M,2.00 G,0.00 B,216.00 B
2019-06-08 00:08:38,52.98 M,2.00 G,0.00 B,444.00 B
2019-06-08 00:08:41,52.99 M,2.00 G,0.00 B,276.00 B
2019-06-08 00:08:43,52.99 M,2.00 G,0.00 B,276.00 B
2019-06-08 00:08:46,52.99 M,2.00 G,0.00 B,216.00 B
2019-06-08 00:08:48,52.99 M,2.00 G,0.00 B,756.00 B
2019-06-08 00:08:50,53.00 M,2.00 G,0.00 B,720.00 B
2019-06-08 00:08:52,53.00 M,2.00 G,0.00 B,780.00 B
2019-06-08 00:08:55,53.00 M,2.00 G,0.00 B,1.32 K
2019-06-08 00:08:57,53.00 M,2.00 G,0.00 B,1.37 K
2019-06-08 00:08:59,53.00 M,2.00 G,2.56 K,4.20 K
2019-06-08 00:09:01,53.00 M,2.00 G,0.00 B,1.71 K
2019-06-08 00:09:03,53.00 M,2.00 G,0.00 B,432.00 B
2019-06-08 00:09:05,53.01 M,2.00 G,2.56 K,3.02 K
2019-06-08 00:09:07,53.01 M,2.00 G,0.00 B,492.00 B
2019-06-08 00:09:09,53.01 M,2.00 G,0.00 B,276.00 B
2019-06-08 00:09:11,53.01 M,2.00 G,0.00 B,108.00 B
2019-06-08 00:09:13,53.01 M,2.00 G,0.00 B,384.00 B
2019-06-08 00:09:15,53.01 M,2.00 G,0.00 B,843.00 B
2019-06-08 00:09:17,53.01 M,2.00 G,0.00 B,672.00 B
2019-06-08 00:09:19,53.01 M,2.00 G,462.00 B,1.67 K
2019-06-08 00:09:22,53.01 M,2.00 G,0.00 B,864.00 B
2019-06-08 00:09:24,53.01 M,2.00 G,0.00 B,1.41 K
2019-06-08 00:09:27,53.02 M,2.01 G,0.00 B,1.12 K
2019-06-08 00:09:29,53.02 M,2.01 G,594.00 B,7.42 K
2019-06-08 00:09:32,53.02 M,2.01 G,0.00 B,1.01 K
2019-06-08 00:09:34,53.02 M,2.01 G,462.00 B,2.10 K
2019-06-08 00:09:36,53.02 M,2.01 G,0.00 B,324.00 B
2019-06-08 00:09:38,53.02 M,2.01 G,0.00 B,0.00 B
2019-06-08 00:09:41,53.03 M,2.01 G,0.00 B,120.00 B
2019-06-08 00:09:43,53.03 M,2.01 G,0.00 B,228.00 B
2019-06-08 00:09:46,53.03 M,2.01 G,42.00 B,768.00 B
2019-06-08 00:09:48,53.03 M,2.01 G,0.00 B,972.00 B
2019-06-08 00:09:50,53.03 M,2.01 G,462.00 B,2.10 K
2019-06-08 00:09:52,53.03 M,2.01 G,0.00 B,876.00 B
2019-06-08 00:09:54,53.03 M,2.01 G,0.00 B,984.00 B
2019-06-08 00:09:57,53.04 M,2.01 G,0.00 B,1.76 K
2019-06-08 00:09:59,53.04 M,2.01 G,0.00 B,1.38 K
2019-06-08 00:10:01,53.04 M,2.01 G,0.00 B,444.00 B
2019-06-08 00:10:03,53.04 M,2.01 G,0.00 B,660.00 B
2019-06-08 00:10:05,53.04 M,2.01 G,0.00 B,324.00 B
2019-06-08 00:10:07,53.04 M,2.01 G,3.56 K,4.47 K
2019-06-08 00:10:09,53.04 M,2.01 G,0.00 B,351.00 B
2019-06-08 00:10:11,53.04 M,2.01 G,462.00 B,1.98 K
2019-06-08 00:10:13,53.04 M,2.01 G,0.00 B,795.00 B
2019-06-08 00:10:15,53.04 M,2.01 G,0.00 B,816.00 B
2019-06-08 00:10:18,53.04 M,2.01 G,0.00 B,540.00 B
2019-06-08 00:10:20,53.04 M,2.01 G,0.00 B,1.44 K
2019-06-08 00:10:22,53.04 M,2.01 G,0.00 B,2.02 K
2019-06-08 00:10:25,53.05 M,2.01 G,0.00 B,1.82 K
2019-06-08 00:10:27,53.05 M,2.01 G,924.00 B,7.34 K
2019-06-08 00:10:29,53.05 M,2.01 G,0.00 B,1.03 K
2019-06-08 00:10:31,53.05 M,2.01 G,0.00 B,612.00 B
2019-06-08 00:10:34,53.05 M,2.01 G,0.00 B,492.00 B
2019-06-08 00:10:36,53.05 M,2.01 G,0.00 B,0.00 B
2019-06-08 00:10:39,53.05 M,2.01 G,0.00 B,60.00 B
2019-06-08 00:10:41,53.05 M,2.01 G,434.00 B,1.14 K
2019-06-08 00:10:44,53.06 M,2.01 G,1.38 K,1.83 K
2019-06-08 00:10:46,53.06 M,2.01 G,504.00 B,3.10 K
2019-06-08 00:10:48,53.06 M,2.01 G,0.00 B,768.00 B
2019-06-08 00:10:50,53.06 M,2.01 G,546.00 B,2.42 K
2019-06-08 00:10:52,53.06 M,2.01 G,0.00 B,1.43 K
2019-06-08 00:10:54,53.06 M,2.01 G,0.00 B,1.38 K
2019-06-08 00:10:57,53.06 M,2.01 G,0.00 B,1.41 K
2019-06-08 00:10:59,53.06 M,2.01 G,0.00 B,888.00 B
2019-06-08 00:11:01,53.07 M,2.01 G,2.17 K,596.00 B
2019-06-08 00:11:03,53.07 M,2.01 G,0.00 B,432.00 B
2019-06-08 00:11:05,53.07 M,2.01 G,2.56 K,2.46 K
2019-06-08 00:11:07,53.07 M,2.01 G,0.00 B,60.00 B
2019-06-08 00:11:09,53.07 M,2.01 G,2.57 K,2.74 K
2019-06-08 00:11:11,53.07 M,2.01 G,0.00 B,228.00 B
2019-06-08 00:11:13,53.07 M,2.01 G,2.56 K,2.74 K
2019-06-08 00:11:15,53.07 M,2.01 G,0.00 B,552.00 B
2019-06-08 00:11:18,53.07 M,2.01 G,0.00 B,1.50 K
2019-06-08 00:11:20,53.07 M,2.01 G,0.00 B,1.22 K
2019-06-08 00:11:24,53.08 M,2.01 G,0.00 B,1.64 K
2019-06-08 00:11:26,53.08 M,2.01 G,0.00 B,1.28 K
2019-06-08 00:11:29,53.08 M,2.01 G,0.00 B,816.00 B
2019-06-08 00:11:31,53.08 M,2.01 G,0.00 B,276.00 B
2019-06-08 00:11:33,53.09 M,2.01 G,7.01 K,313.26 K
2019-06-08 00:11:35,53.09 M,2.01 G,0.00 B,396.00 B
2019-06-08 00:11:37,53.10 M,2.01 G,7.14 K,312.04 K
2019-06-08 00:11:39,53.10 M,2.01 G,0.00 B,564.00 B
2019-06-08 00:11:41,53.10 M,2.01 G,0.00 B,540.00 B
2019-06-08 00:11:44,53.10 M,2.01 G,0.00 B,660.00 B
2019-06-08 00:11:46,53.10 M,2.01 G,462.00 B,2.08 K
2019-06-08 00:11:48,53.10 M,2.01 G,0.00 B,1.01 K
2019-06-08 00:11:50,53.10 M,2.01 G,0.00 B,1.22 K
2019-06-08 00:11:53,53.10 M,2.01 G,0.00 B,972.00 B
2019-06-08 00:11:55,53.10 M,2.01 G,1.16 K,26.80 K
2019-06-08 00:11:57,53.11 M,2.01 G,0.00 B,756.00 B
2019-06-08 00:11:59,53.11 M,2.01 G,462.00 B,1.73 K
2019-06-08 00:12:01,53.11 M,2.01 G,0.00 B,492.00 B
2019-06-08 00:12:04,53.11 M,2.01 G,0.00 B,687.00 B
2019-06-08 00:12:06,53.11 M,2.01 G,0.00 B,228.00 B
2019-06-08 00:12:08,53.12 M,2.01 G,0.00 B,120.00 B
2019-06-08 00:12:10,53.12 M,2.01 G,2.45 K,74.42 K
2019-06-08 00:12:12,53.12 M,2.01 G,0.00 B,600.00 B
2019-06-08 00:12:14,53.12 M,2.01 G,0.00 B,540.00 B
2019-06-08 00:12:16,53.12 M,2.01 G,0.00 B,1.45 K
2019-06-08 00:12:18,53.12 M,2.01 G,0.00 B,1.62 K
2019-06-08 00:12:21,53.12 M,2.01 G,0.00 B,1.27 K
2019-06-08 00:12:23,53.13 M,2.01 G,4.90 K,225.54 K
2019-06-08 00:12:26,53.13 M,2.01 G,0.00 B,924.00 B
2019-06-08 00:12:28,53.14 M,2.01 G,4.71 K,269.66 K
2019-06-08 00:12:30,53.14 M,2.01 G,0.00 B,552.00 B
2019-06-08 00:12:32,53.14 M,2.01 G,0.00 B,120.00 B
2019-06-08 00:12:35,53.14 M,2.01 G,0.00 B,120.00 B
2019-06-08 00:12:37,53.14 M,2.01 G,0.00 B,228.00 B
2019-06-08 00:12:40,53.14 M,2.01 G,0.00 B,324.00 B
2019-06-08 00:12:42,53.14 M,2.01 G,528.00 B,4.91 K
2019-06-08 00:12:44,53.14 M,2.01 G,0.00 B,1.07 K
2019-06-08 00:12:46,53.15 M,2.01 G,8.83 K,523.05 K
2019-06-08 00:12:48,53.15 M,2.01 G,204.00 B,1.40 K
2019-06-08 00:12:50,53.16 M,2.01 G,1.14 K,11.92 K
2019-06-08 00:12:52,53.16 M,2.01 G,0.00 B,1.37 K
2019-06-08 00:12:54,53.16 M,2.01 G,462.00 B,3.38 K
2019-06-08 00:12:56,53.16 M,2.01 G,0.00 B,600.00 B
2019-06-08 00:12:58,53.16 M,2.01 G,0.00 B,492.00 B
2019-06-08 00:13:01,53.16 M,2.01 G,0.00 B,336.00 B
2019-06-08 00:13:03,53.16 M,2.01 G,0.00 B,120.00 B
2019-06-08 00:13:06,53.16 M,2.01 G,0.00 B,60.00 B
2019-06-08 00:13:08,53.16 M,2.01 G,0.00 B,492.00 B
2019-06-08 00:13:11,53.17 M,2.01 G,0.00 B,1.02 K
2019-06-08 00:13:13,53.17 M,2.01 G,0.00 B,276.00 B
2019-06-08 00:13:16,53.17 M,2.01 G,0.00 B,1.38 K
2019-06-08 00:13:18,53.17 M,2.01 G,0.00 B,1.05 K
2019-06-08 00:13:22,53.17 M,2.01 G,42.00 B,1.01 K
2019-06-08 00:13:24,53.17 M,2.01 G,0.00 B,984.00 B
2019-06-08 00:13:26,53.17 M,2.01 G,726.00 B,9.31 K
2019-06-08 00:13:28,53.17 M,2.01 G,0.00 B,492.00 B
2019-06-08 00:13:30,53.17 M,2.01 G,0.00 B,0.00 B
2019-06-08 00:13:32,53.18 M,2.01 G,0.00 B,444.00 B
2019-06-08 00:13:34,53.18 M,2.01 G,0.00 B,240.00 B
2019-06-08 00:13:37,53.19 M,2.01 G,0.00 B,408.00 B
2019-06-08 00:13:39,53.19 M,2.01 G,0.00 B,816.00 B
2019-06-08 00:13:41,53.20 M,2.01 G,1.47 K,1.03 K
2019-06-08 00:13:43,53.20 M,2.01 G,0.00 B,852.00 B
2019-06-08 00:13:45,53.20 M,2.01 G,2.06 K,91.45 K
2019-06-08 00:13:47,53.20 M,2.01 G,0.00 B,924.00 B
2019-06-08 00:13:49,53.20 M,2.01 G,204.00 B,1.37 K
2019-06-08 00:13:51,53.20 M,2.01 G,900.00 B,9.88 K
2019-06-08 00:13:53,53.20 M,2.01 G,0.00 B,1.25 K
2019-06-08 00:13:55,53.20 M,2.01 G,0.00 B,840.00 B
2019-06-08 00:13:57,53.20 M,2.01 G,462.00 B,2.93 K
2019-06-08 00:13:59,53.20 M,2.01 G,0.00 B,516.00 B
2019-06-08 00:14:01,53.20 M,2.01 G,0.00 B,384.00 B
2019-06-08 00:14:03,53.20 M,2.01 G,858.00 B,9.87 K
2019-06-08 00:14:05,53.20 M,2.01 G,0.00 B,396.00 B
2019-06-08 00:14:07,53.20 M,2.01 G,0.00 B,708.00 B
2019-06-08 00:14:09,53.21 M,2.01 G,6.85 K,240.19 K
2019-06-08 00:14:11,53.21 M,2.01 G,0.00 B,468.00 B
2019-06-08 00:14:13,53.22 M,2.01 G,6.07 K,239.32 K
2019-06-08 00:14:15,53.22 M,2.01 G,0.00 B,816.00 B
2019-06-08 00:14:18,53.22 M,2.01 G,0.00 B,1.01 K
2019-06-08 00:14:20,53.22 M,2.01 G,0.00 B,1.34 K
2019-06-08 00:14:22,53.22 M,2.01 G,462.00 B,3.00 K
2019-06-08 00:14:24,53.22 M,2.01 G,0.00 B,504.00 B
2019-06-08 00:14:26,53.22 M,2.01 G,0.00 B,840.00 B
2019-06-08 00:14:29,53.22 M,2.01 G,0.00 B,492.00 B
2019-06-08 00:14:31,53.22 M,2.01 G,0.00 B,60.00 B
2019-06-08 00:14:35,53.23 M,2.01 G,0.00 B,228.00 B
2019-06-08 00:14:37,53.23 M,2.01 G,4.90 K,238.57 K
2019-06-08 00:14:39,53.23 M,2.01 G,0.00 B,432.00 B
2019-06-08 00:14:41,53.24 M,2.01 G,5.09 K,238.24 K
