2019-06-18 00:50:31,6.40 T,507.34 G,260.71 K,64.62 K
2019-06-18 00:55:08,6.40 T,507.37 G,2.20 M,56.26 K
2019-06-18 00:55:14,6.40 T,507.37 G,1.80 M,62.74 K
2019-06-18 00:55:20,6.40 T,507.37 G,1.88 M,56.52 K
2019-06-18 00:55:26,6.40 T,507.38 G,2.20 M,66.95 K
2019-06-18 00:55:32,6.40 T,507.38 G,2.05 M,92.34 K
2019-06-18 00:55:38,6.40 T,507.38 G,2.52 M,327.16 K
2019-06-18 00:55:44,6.40 T,507.38 G,846.38 K,39.80 K
2019-06-18 00:55:50,6.40 T,507.38 G,2.45 M,75.83 K
2019-06-18 00:55:56,6.40 T,507.38 G,1.95 M,211.40 K
2019-06-18 00:56:02,6.40 T,507.38 G,2.38 M,84.46 K
2019-06-18 00:56:08,6.40 T,507.38 G,1.67 M,53.71 K
2019-06-18 00:56:14,6.40 T,507.38 G,2.46 M,69.40 K
2019-06-18 00:56:20,6.40 T,507.38 G,2.21 M,80.28 K
2019-06-18 00:56:26,6.40 T,507.38 G,2.66 M,213.04 K
2019-06-18 00:56:32,6.40 T,507.38 G,1.49 M,174.48 K
2019-06-18 00:56:38,6.40 T,507.39 G,1.46 M,72.62 K
2019-06-18 00:56:44,6.40 T,507.39 G,2.76 M,88.52 K
2019-06-18 00:56:51,6.40 T,507.39 G,2.86 M,69.85 K
2019-06-18 00:56:57,6.40 T,507.39 G,2.43 M,272.97 K
2019-06-18 00:57:03,6.40 T,507.39 G,3.88 M,155.61 K
2019-06-18 00:57:09,6.40 T,507.39 G,2.36 M,69.08 K
2019-06-18 00:57:15,6.40 T,507.39 G,3.19 M,105.18 K
2019-06-18 00:57:21,6.40 T,507.39 G,2.52 M,66.52 K
2019-06-18 00:57:27,6.40 T,507.39 G,3.12 M,197.73 K
2019-06-18 00:57:33,6.40 T,507.39 G,1.20 M,38.12 K
2019-06-18 00:57:39,6.40 T,507.39 G,2.56 M,72.76 K
2019-06-18 00:57:45,6.40 T,507.39 G,2.78 M,174.79 K
2019-06-18 00:57:51,6.40 T,507.39 G,2.51 M,185.50 K
2019-06-18 00:57:57,6.40 T,507.39 G,3.53 M,100.22 K
2019-06-18 00:58:03,6.40 T,507.40 G,2.67 M,194.61 K
2019-06-18 00:58:09,6.40 T,507.40 G,2.17 M,179.70 K
2019-06-18 00:58:15,6.40 T,507.40 G,2.75 M,73.01 K
2019-06-18 00:58:21,6.40 T,507.40 G,3.03 M,191.03 K
2019-06-18 00:58:27,6.40 T,507.40 G,1.95 M,58.00 K
2019-06-18 00:58:33,6.40 T,507.40 G,2.10 M,161.49 K
2019-06-18 00:58:39,6.40 T,507.40 G,1.74 M,182.30 K
2019-06-18 00:58:45,6.40 T,507.40 G,1.88 M,180.15 K
2019-06-18 00:58:51,6.40 T,507.40 G,1.16 M,47.53 K
2019-06-18 00:58:57,6.40 T,507.40 G,2.73 M,138.49 K
2019-06-18 00:59:03,6.40 T,507.40 G,3.05 M,146.40 K
2019-06-18 00:59:09,6.40 T,507.40 G,2.26 M,65.99 K
2019-06-18 00:59:15,6.40 T,507.40 G,2.14 M,59.21 K
2019-06-18 00:59:21,6.40 T,507.40 G,1.01 M,43.67 K
2019-06-18 00:59:27,6.40 T,507.41 G,2.16 M,75.64 K
2019-06-18 00:59:33,6.40 T,507.41 G,2.27 M,74.26 K
2019-06-18 00:59:39,6.40 T,507.41 G,2.18 M,174.40 K
2019-06-18 00:59:45,6.40 T,507.41 G,3.94 M,226.17 K
2019-06-18 00:59:51,6.40 T,507.41 G,2.17 M,170.89 K
2019-06-18 00:59:57,6.40 T,507.41 G,3.58 M,205.99 K
2019-06-18 01:00:03,6.40 T,507.41 G,2.34 M,67.22 K
2019-06-18 01:00:09,6.40 T,507.41 G,2.40 M,182.40 K
2019-06-18 01:00:15,6.40 T,507.41 G,2.66 M,172.41 K
2019-06-18 01:00:22,6.40 T,507.41 G,1.37 M,54.75 K
2019-06-18 01:00:28,6.40 T,507.41 G,3.38 M,84.64 K
2019-06-18 01:00:34,6.40 T,507.41 G,2.05 M,61.34 K
2019-06-18 01:00:40,6.40 T,507.42 G,2.58 M,203.04 K
2019-06-18 01:00:46,6.40 T,507.42 G,1.74 M,61.15 K
2019-06-18 01:00:52,6.40 T,507.42 G,2.33 M,92.75 K
2019-06-18 01:00:58,6.40 T,507.42 G,3.28 M,126.92 K
2019-06-18 01:01:04,6.40 T,507.42 G,1.83 M,56.13 K
2019-06-18 01:01:10,6.40 T,507.42 G,2.50 M,77.75 K
2019-06-18 01:01:16,6.40 T,507.42 G,2.60 M,172.12 K
2019-06-18 01:01:22,6.40 T,507.42 G,2.87 M,90.21 K
2019-06-18 01:01:28,6.40 T,507.42 G,4.37 M,227.13 K
2019-06-18 01:01:34,6.40 T,507.42 G,2.63 M,194.61 K
2019-06-18 01:01:40,6.40 T,507.42 G,3.30 M,74.52 K
2019-06-18 01:01:46,6.40 T,507.42 G,1.48 M,105.33 K
2019-06-18 01:01:52,6.40 T,507.42 G,1.82 M,51.72 K
2019-06-18 01:01:58,6.40 T,507.42 G,2.07 M,59.20 K
2019-06-18 01:02:04,6.40 T,507.42 G,2.62 M,82.10 K
2019-06-18 01:02:10,6.40 T,507.43 G,2.80 M,267.39 K
2019-06-18 01:02:16,6.40 T,507.43 G,2.63 M,193.84 K
2019-06-18 01:02:22,6.40 T,507.43 G,2.31 M,167.85 K
2019-06-18 01:02:28,6.40 T,507.43 G,3.14 M,194.05 K
2019-06-18 01:02:34,6.40 T,507.43 G,2.19 M,59.48 K
2019-06-18 01:02:40,6.40 T,507.43 G,2.42 M,180.43 K
2019-06-18 01:02:46,6.40 T,507.43 G,1.71 M,62.88 K
2019-06-18 01:02:52,6.40 T,507.43 G,2.37 M,74.19 K
2019-06-18 01:02:58,6.40 T,507.43 G,2.13 M,70.91 K
2019-06-18 01:03:04,6.40 T,507.43 G,1.33 M,37.25 K
2019-06-18 01:03:10,6.40 T,507.43 G,1.39 M,37.95 K
2019-06-18 01:03:16,6.40 T,507.43 G,1.53 M,45.39 K
2019-06-18 01:03:22,6.40 T,507.43 G,211.30 K,14.75 K
2019-06-18 01:03:28,6.40 T,507.43 G,1.01 M,24.65 K
2019-06-18 01:03:34,6.40 T,507.43 G,1.65 M,39.91 K
2019-06-18 01:03:40,6.40 T,507.43 G,46.22 K,5.06 K
2019-06-18 01:03:46,6.40 T,507.43 G,265.89 K,13.00 K
2019-06-18 01:03:53,6.40 T,507.43 G,25.18 K,4.19 K
2019-06-18 01:03:59,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:04:05,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:04:11,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:04:17,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:04:23,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:04:29,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:04:35,6.40 T,507.43 G,0.00 B,220.00 B
2019-06-18 01:04:41,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:04:47,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:04:53,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:04:59,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:05:05,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:05:11,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:05:17,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:05:23,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:05:29,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:05:35,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:05:41,6.40 T,507.43 G,0.00 B,511.00 B
2019-06-18 01:05:47,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:05:53,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:05:59,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:06:05,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:06:11,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:06:17,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:06:23,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:06:29,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:06:35,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:06:41,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:06:48,6.40 T,507.43 G,118.00 B,66.00 B
2019-06-18 01:06:54,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:07:00,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:07:06,6.40 T,507.43 G,0.00 B,1.24 K
2019-06-18 01:07:12,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:07:18,6.40 T,507.43 G,134.00 B,66.00 B
2019-06-18 01:07:24,6.40 T,507.43 G,0.00 B,293.00 B
2019-06-18 01:07:30,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:07:36,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:07:42,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:07:48,6.40 T,507.43 G,118.00 B,66.00 B
2019-06-18 01:07:54,6.40 T,507.43 G,0.00 B,1.07 K
2019-06-18 01:08:00,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:08:06,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:08:12,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:08:18,6.40 T,507.43 G,134.00 B,66.00 B
2019-06-18 01:08:24,6.40 T,507.43 G,0.00 B,293.00 B
2019-06-18 01:08:30,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:08:36,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:08:42,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:08:48,6.40 T,507.43 G,118.00 B,66.00 B
2019-06-18 01:08:54,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:09:00,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:09:06,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:09:12,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:09:18,6.40 T,507.43 G,425.00 B,1.52 K
2019-06-18 01:09:24,6.40 T,507.43 G,0.00 B,293.00 B
2019-06-18 01:09:30,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:09:36,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:09:43,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:09:49,6.40 T,507.43 G,118.00 B,66.00 B
2019-06-18 01:09:55,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:10:01,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:10:07,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:10:13,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:10:19,6.40 T,507.43 G,134.00 B,66.00 B
2019-06-18 01:10:25,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:10:31,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:10:37,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:10:43,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:10:49,6.40 T,507.43 G,118.00 B,66.00 B
2019-06-18 01:10:55,6.40 T,507.43 G,0.00 B,110.00 B
2019-06-18 01:11:01,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:11:07,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:11:13,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:11:19,6.40 T,507.43 G,134.00 B,66.00 B
2019-06-18 01:11:25,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:11:31,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:11:37,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:11:43,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:11:49,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:11:55,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:01,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:07,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:12:13,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:19,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:25,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:31,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:38,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:44,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:50,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:12:56,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:13:02,6.40 T,507.43 G,0.00 B,660.00 B
2019-06-18 01:13:08,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:13:14,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:13:20,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:13:26,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:13:32,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:13:38,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:13:44,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:13:50,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:13:56,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:02,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:08,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:14:14,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:20,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:26,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:32,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:38,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:44,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:50,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:14:56,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:02,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:08,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:15:14,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:20,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:26,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:33,6.40 T,507.43 G,0.00 B,220.00 B
2019-06-18 01:15:39,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:45,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:51,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:15:57,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:16:03,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:16:09,6.40 T,507.43 G,118.00 B,126.00 B
2019-06-18 01:16:15,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:16:21,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:16:27,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:16:33,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:16:39,6.40 T,507.43 G,118.00 B,66.00 B
2019-06-18 01:16:45,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:16:51,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:16:57,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:17:03,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:17:09,6.40 T,507.43 G,236.00 B,192.00 B
2019-06-18 01:17:15,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:17:21,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:17:27,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:17:33,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:17:39,6.40 T,507.43 G,236.00 B,132.00 B
2019-06-18 01:17:45,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:17:51,6.40 T,507.43 G,0.00 B,330.00 B
2019-06-18 01:17:57,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:18:03,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:18:09,6.40 T,507.43 G,236.00 B,192.00 B
2019-06-18 01:18:15,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:18:21,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:18:28,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:18:34,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:18:40,6.40 T,507.43 G,236.00 B,132.00 B
2019-06-18 01:18:46,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:18:52,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:18:58,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:04,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:10,6.40 T,507.43 G,236.00 B,192.00 B
2019-06-18 01:19:16,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:22,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:28,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:34,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:40,6.40 T,507.43 G,236.00 B,132.00 B
2019-06-18 01:19:46,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:52,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:19:58,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:20:04,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:20:10,6.40 T,507.43 G,118.00 B,126.00 B
2019-06-18 01:20:16,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:20:22,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:20:28,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:20:34,6.40 T,507.43 G,0.00 B,92.00 B
2019-06-18 01:20:40,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:20:46,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:20:52,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:20:58,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:04,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:10,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:21:16,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:21:23,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:29,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:35,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:41,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:47,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:53,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:21:59,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:05,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:22:11,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:17,6.40 T,507.43 G,0.00 B,120.00 B
2019-06-18 01:22:23,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:29,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:35,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:41,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:47,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:53,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:22:59,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:05,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:23:11,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:17,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:23,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:29,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:35,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:41,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:47,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:53,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:23:59,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:24:05,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:24:12,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:24:18,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:24:24,6.40 T,507.43 G,0.00 B,353.00 B
2019-06-18 01:24:30,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:24:36,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:24:42,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:24:48,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:24:54,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:25:00,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:25:06,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:25:12,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:25:18,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:25:24,6.40 T,507.43 G,0.00 B,293.00 B
2019-06-18 01:25:30,6.40 T,507.43 G,236.00 B,132.00 B
2019-06-18 01:25:36,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:25:42,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:25:48,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:25:54,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:26:00,6.40 T,507.43 G,118.00 B,66.00 B
2019-06-18 01:26:06,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:26:12,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:26:18,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:26:24,6.40 T,507.43 G,0.00 B,293.00 B
2019-06-18 01:26:30,6.40 T,507.43 G,236.00 B,252.00 B
2019-06-18 01:26:36,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:26:42,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:26:48,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:26:54,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:27:00,6.40 T,507.43 G,527.00 B,636.00 B
2019-06-18 01:27:07,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:27:13,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:27:19,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:27:25,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:27:31,6.40 T,507.43 G,236.00 B,132.00 B
2019-06-18 01:27:37,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:27:43,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:27:49,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:27:55,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:28:01,6.40 T,507.43 G,236.00 B,132.00 B
2019-06-18 01:28:07,6.40 T,507.43 G,0.00 B,60.00 B
2019-06-18 01:28:13,6.40 T,507.43 G,0.00 B,0.00 B
2019-06-18 01:28:19,6.40 T,507.43 G,0.00 B,0.00 B
