2019-06-08 00:01:14,59.98 M,2.17 G,8.61 K,323.46 K
2019-06-08 00:06:01,60.24 M,2.18 G,0.00 B,1.72 K
2019-06-08 00:06:03,60.25 M,2.19 G,8.38 K,530.28 K
2019-06-08 00:06:05,60.25 M,2.19 G,0.00 B,1.05 K
2019-06-08 00:06:07,60.25 M,2.19 G,0.00 B,951.00 B
2019-06-08 00:06:10,60.25 M,2.19 G,0.00 B,168.00 B
2019-06-08 00:06:12,60.25 M,2.19 G,0.00 B,444.00 B
2019-06-08 00:06:14,60.26 M,2.19 G,0.00 B,0.00 B
2019-06-08 00:06:16,60.26 M,2.19 G,0.00 B,624.00 B
2019-06-08 00:06:18,60.26 M,2.19 G,0.00 B,0.00 B
2019-06-08 00:06:20,60.26 M,2.19 G,0.00 B,120.00 B
2019-06-08 00:06:22,60.27 M,2.19 G,0.00 B,552.00 B
2019-06-08 00:06:24,60.27 M,2.19 G,0.00 B,600.00 B
2019-06-08 00:06:26,60.27 M,2.19 G,0.00 B,1.43 K
2019-06-08 00:06:28,60.27 M,2.19 G,0.00 B,1.49 K
2019-06-08 00:06:30,60.28 M,2.19 G,0.00 B,1.55 K
2019-06-08 00:06:32,60.28 M,2.19 G,0.00 B,1.07 K
2019-06-08 00:06:36,60.28 M,2.19 G,0.00 B,864.00 B
2019-06-08 00:06:38,60.28 M,2.19 G,0.00 B,648.00 B
2019-06-08 00:06:41,60.29 M,2.19 G,73.00 B,793.00 B
2019-06-08 00:06:43,60.29 M,2.19 G,0.00 B,168.00 B
2019-06-08 00:06:45,60.30 M,2.19 G,3.17 K,136.26 K
2019-06-08 00:06:47,60.30 M,2.19 G,0.00 B,228.00 B
2019-06-08 00:06:49,60.30 M,2.19 G,1.93 K,74.23 K
2019-06-08 00:06:51,60.30 M,2.19 G,0.00 B,288.00 B
2019-06-08 00:06:53,60.30 M,2.19 G,792.00 B,7.65 K
2019-06-08 00:06:55,60.30 M,2.19 G,0.00 B,864.00 B
2019-06-08 00:06:57,60.31 M,2.19 G,834.00 B,8.53 K
2019-06-08 00:07:00,60.31 M,2.19 G,0.00 B,1.01 K
2019-06-08 00:07:02,60.31 M,2.19 G,0.00 B,1.58 K
2019-06-08 00:07:04,60.32 M,2.19 G,10.57 K,603.83 K
2019-06-08 00:07:06,60.32 M,2.19 G,0.00 B,732.00 B
2019-06-08 00:07:08,60.32 M,2.19 G,0.00 B,108.00 B
2019-06-08 00:07:11,60.32 M,2.19 G,0.00 B,288.00 B
2019-06-08 00:07:13,60.32 M,2.19 G,0.00 B,336.00 B
2019-06-08 00:07:16,60.32 M,2.19 G,0.00 B,408.00 B
2019-06-08 00:07:18,60.32 M,2.19 G,0.00 B,243.00 B
2019-06-08 00:07:20,60.33 M,2.19 G,8.49 K,313.33 K
2019-06-08 00:07:22,60.33 M,2.19 G,0.00 B,600.00 B
2019-06-08 00:07:24,60.34 M,2.19 G,4.83 K,249.45 K
2019-06-08 00:07:26,60.34 M,2.19 G,0.00 B,1.32 K
2019-06-08 00:07:28,60.34 M,2.19 G,42.00 B,2.21 K
2019-06-08 00:07:31,60.34 M,2.19 G,0.00 B,1.69 K
2019-06-08 00:07:33,60.34 M,2.19 G,0.00 B,216.00 B
2019-06-08 00:07:35,60.34 M,2.19 G,3.09 K,146.64 K
2019-06-08 00:07:37,60.35 M,2.19 G,0.00 B,216.00 B
2019-06-08 00:07:39,60.35 M,2.19 G,0.00 B,432.00 B
2019-06-08 00:07:43,60.35 M,2.19 G,0.00 B,579.00 B
2019-06-08 00:07:45,60.35 M,2.19 G,0.00 B,168.00 B
2019-06-08 00:07:47,60.35 M,2.19 G,990.00 B,31.33 K
2019-06-08 00:07:49,60.35 M,2.19 G,0.00 B,1.01 K
2019-06-08 00:07:51,60.35 M,2.19 G,462.00 B,1.85 K
2019-06-08 00:07:53,60.35 M,2.19 G,0.00 B,816.00 B
2019-06-08 00:07:55,60.35 M,2.19 G,0.00 B,1.95 K
2019-06-08 00:07:58,60.35 M,2.19 G,42.00 B,1.12 K
2019-06-08 00:08:00,60.35 M,2.19 G,0.00 B,1.38 K
2019-06-08 00:08:03,60.35 M,2.19 G,0.00 B,936.00 B
2019-06-08 00:08:05,60.35 M,2.19 G,0.00 B,432.00 B
2019-06-08 00:08:08,60.36 M,2.19 G,0.00 B,324.00 B
2019-06-08 00:08:10,60.36 M,2.19 G,990.00 B,13.28 K
2019-06-08 00:08:13,60.36 M,2.19 G,0.00 B,639.00 B
2019-06-08 00:08:15,60.37 M,2.19 G,5.35 K,267.05 K
2019-06-08 00:08:18,60.37 M,2.19 G,0.00 B,840.00 B
2019-06-08 00:08:20,60.37 M,2.19 G,0.00 B,672.00 B
2019-06-08 00:08:23,60.37 M,2.19 G,0.00 B,1.05 K
2019-06-08 00:08:25,60.37 M,2.19 G,0.00 B,1.07 K
2019-06-08 00:08:28,60.38 M,2.19 G,0.00 B,1.14 K
2019-06-08 00:08:30,60.38 M,2.19 G,0.00 B,2.04 K
2019-06-08 00:08:34,60.38 M,2.19 G,0.00 B,816.00 B
2019-06-08 00:08:36,60.38 M,2.19 G,0.00 B,216.00 B
2019-06-08 00:08:38,60.38 M,2.19 G,528.00 B,6.09 K
2019-06-08 00:08:40,60.38 M,2.19 G,0.00 B,120.00 B
2019-06-08 00:08:42,60.38 M,2.19 G,0.00 B,288.00 B
2019-06-08 00:08:45,60.38 M,2.19 G,0.00 B,216.00 B
2019-06-08 00:08:47,60.38 M,2.19 G,0.00 B,492.00 B
2019-06-08 00:08:50,60.38 M,2.19 G,0.00 B,936.00 B
2019-06-08 00:08:52,60.39 M,2.19 G,924.00 B,11.69 K
2019-06-08 00:08:55,60.39 M,2.19 G,0.00 B,1.32 K
2019-06-08 00:08:57,60.39 M,2.19 G,204.00 B,1.51 K
2019-06-08 00:08:59,60.39 M,2.19 G,1.46 K,40.71 K
2019-06-08 00:09:01,60.39 M,2.19 G,0.00 B,1.71 K
2019-06-08 00:09:03,60.39 M,2.19 G,0.00 B,432.00 B
2019-06-08 00:09:05,60.39 M,2.19 G,462.00 B,2.51 K
2019-06-08 00:09:07,60.39 M,2.19 G,0.00 B,492.00 B
2019-06-08 00:09:09,60.39 M,2.19 G,0.00 B,216.00 B
2019-06-08 00:09:12,60.39 M,2.19 G,0.00 B,108.00 B
2019-06-08 00:09:14,60.39 M,2.19 G,0.00 B,423.00 B
2019-06-08 00:09:16,60.39 M,2.19 G,1.16 K,23.92 K
2019-06-08 00:09:18,60.40 M,2.19 G,0.00 B,600.00 B
2019-06-08 00:09:20,60.40 M,2.19 G,0.00 B,540.00 B
2019-06-08 00:09:24,60.40 M,2.19 G,0.00 B,1.41 K
2019-06-08 00:09:26,60.40 M,2.19 G,0.00 B,1.32 K
2019-06-08 00:09:29,60.40 M,2.19 G,0.00 B,1.64 K
2019-06-08 00:09:31,60.40 M,2.19 G,0.00 B,984.00 B
2019-06-08 00:09:34,60.40 M,2.19 G,0.00 B,324.00 B
2019-06-08 00:09:36,60.40 M,2.19 G,1.16 K,17.86 K
2019-06-08 00:09:38,60.40 M,2.19 G,0.00 B,60.00 B
2019-06-08 00:09:40,60.40 M,2.19 G,0.00 B,168.00 B
2019-06-08 00:09:43,60.41 M,2.19 G,0.00 B,228.00 B
2019-06-08 00:09:45,60.41 M,2.19 G,0.00 B,600.00 B
2019-06-08 00:09:47,60.41 M,2.19 G,1.10 K,17.36 K
2019-06-08 00:09:49,60.41 M,2.19 G,0.00 B,492.00 B
2019-06-08 00:09:51,60.41 M,2.19 G,0.00 B,1.70 K
2019-06-08 00:09:54,60.41 M,2.19 G,0.00 B,1.90 K
2019-06-08 00:09:56,60.41 M,2.19 G,0.00 B,1.11 K
2019-06-08 00:09:59,60.41 M,2.19 G,0.00 B,1.38 K
2019-06-08 00:10:01,60.41 M,2.19 G,42.00 B,1.56 K
2019-06-08 00:10:03,60.42 M,2.19 G,9.04 K,570.57 K
2019-06-08 00:10:05,60.42 M,2.19 G,0.00 B,324.00 B
2019-06-08 00:10:07,60.42 M,2.19 G,0.00 B,456.00 B
2019-06-08 00:10:10,60.42 M,2.19 G,0.00 B,216.00 B
2019-06-08 00:10:12,60.42 M,2.19 G,0.00 B,60.00 B
2019-06-08 00:10:15,60.43 M,2.19 G,0.00 B,876.00 B
2019-06-08 00:10:17,60.43 M,2.19 G,0.00 B,924.00 B
2019-06-08 00:10:21,60.43 M,2.19 G,0.00 B,1.71 K
2019-06-08 00:10:23,60.43 M,2.19 G,0.00 B,924.00 B
2019-06-08 00:10:26,60.43 M,2.19 G,0.00 B,972.00 B
2019-06-08 00:10:28,60.43 M,2.19 G,0.00 B,1.44 K
2019-06-08 00:10:31,60.43 M,2.19 G,0.00 B,612.00 B
2019-06-08 00:10:33,60.43 M,2.19 G,42.00 B,516.00 B
2019-06-08 00:10:35,60.44 M,2.19 G,0.00 B,432.00 B
2019-06-08 00:10:37,60.44 M,2.19 G,0.00 B,288.00 B
2019-06-08 00:10:39,60.45 M,2.19 G,7.09 K,354.79 K
2019-06-08 00:10:41,60.45 M,2.19 G,0.00 B,612.00 B
2019-06-08 00:10:43,60.46 M,2.19 G,7.35 K,355.56 K
2019-06-08 00:10:45,60.46 M,2.19 G,1.93 K,75.26 K
2019-06-08 00:10:47,60.46 M,2.19 G,0.00 B,828.00 B
2019-06-08 00:10:49,60.47 M,2.19 G,7.80 K,356.32 K
2019-06-08 00:10:51,60.47 M,2.19 G,0.00 B,1.43 K
2019-06-08 00:10:53,60.48 M,2.19 G,7.41 K,354.65 K
2019-06-08 00:10:55,60.48 M,2.19 G,0.00 B,1.77 K
2019-06-08 00:10:57,60.48 M,2.19 G,5.93 K,356.24 K
2019-06-08 00:10:59,60.48 M,2.19 G,0.00 B,888.00 B
2019-06-08 00:11:01,60.49 M,2.19 G,7.73 K,355.79 K
2019-06-08 00:11:03,60.49 M,2.19 G,0.00 B,432.00 B
2019-06-08 00:11:05,60.50 M,2.19 G,7.56 K,353.15 K
2019-06-08 00:11:07,60.50 M,2.19 G,0.00 B,0.00 B
2019-06-08 00:11:09,60.51 M,2.19 G,6.90 K,353.12 K
2019-06-08 00:11:11,60.51 M,2.19 G,0.00 B,228.00 B
2019-06-08 00:11:13,60.51 M,2.19 G,0.00 B,951.00 B
2019-06-08 00:11:15,60.51 M,2.19 G,0.00 B,876.00 B
2019-06-08 00:11:18,60.52 M,2.20 G,0.00 B,1.50 K
2019-06-08 00:11:20,60.52 M,2.20 G,0.00 B,1.28 K
2019-06-08 00:11:23,60.52 M,2.20 G,0.00 B,1.64 K
2019-06-08 00:11:25,60.52 M,2.20 G,0.00 B,1.28 K
2019-06-08 00:11:28,60.52 M,2.20 G,0.00 B,816.00 B
2019-06-08 00:11:30,60.52 M,2.20 G,0.00 B,276.00 B
2019-06-08 00:11:32,60.53 M,2.20 G,3.12 K,4.18 K
2019-06-08 00:11:34,60.53 M,2.20 G,0.00 B,456.00 B
2019-06-08 00:11:36,60.53 M,2.20 G,0.00 B,60.00 B
2019-06-08 00:11:40,60.53 M,2.20 G,0.00 B,180.00 B
2019-06-08 00:11:42,60.53 M,2.20 G,0.00 B,1004.00 B
2019-06-08 00:11:45,60.53 M,2.20 G,0.00 B,1.07 K
2019-06-08 00:11:47,60.54 M,2.20 G,4.38 K,292.67 K
2019-06-08 00:11:49,60.54 M,2.20 G,0.00 B,876.00 B
2019-06-08 00:11:51,60.54 M,2.20 G,0.00 B,1.80 K
2019-06-08 00:11:53,60.55 M,2.20 G,0.00 B,972.00 B
2019-06-08 00:11:55,60.56 M,2.20 G,9.52 K,421.00 K
2019-06-08 00:11:57,60.56 M,2.20 G,0.00 B,756.00 B
2019-06-08 00:12:00,60.56 M,2.20 G,0.00 B,492.00 B
2019-06-08 00:12:02,60.57 M,2.20 G,1.16 K,21.56 K
2019-06-08 00:12:04,60.57 M,2.20 G,0.00 B,687.00 B
2019-06-08 00:12:06,60.57 M,2.20 G,42.00 B,288.00 B
2019-06-08 00:12:09,60.57 M,2.20 G,0.00 B,732.00 B
2019-06-08 00:12:11,60.57 M,2.20 G,462.00 B,1.70 K
2019-06-08 00:12:13,60.57 M,2.20 G,0.00 B,924.00 B
2019-06-08 00:12:15,60.57 M,2.20 G,396.00 B,2.62 K
2019-06-08 00:12:18,60.57 M,2.20 G,0.00 B,1.56 K
2019-06-08 00:12:20,60.57 M,2.20 G,896.00 B,2.91 K
2019-06-08 00:12:22,60.57 M,2.20 G,0.00 B,1.43 K
2019-06-08 00:12:24,60.57 M,2.20 G,0.00 B,1.50 K
2019-06-08 00:12:27,60.57 M,2.20 G,0.00 B,828.00 B
2019-06-08 00:12:29,60.58 M,2.20 G,726.00 B,15.10 K
2019-06-08 00:12:31,60.58 M,2.20 G,0.00 B,396.00 B
2019-06-08 00:12:33,60.58 M,2.20 G,0.00 B,0.00 B
2019-06-08 00:12:37,60.58 M,2.20 G,42.00 B,336.00 B
2019-06-08 00:12:39,60.58 M,2.20 G,462.00 B,2.27 K
2019-06-08 00:12:41,60.58 M,2.20 G,0.00 B,492.00 B
2019-06-08 00:12:43,60.58 M,2.20 G,462.00 B,2.61 K
2019-06-08 00:12:45,60.58 M,2.20 G,0.00 B,924.00 B
2019-06-08 00:12:47,60.58 M,2.20 G,0.00 B,1.58 K
2019-06-08 00:12:50,60.58 M,2.20 G,0.00 B,1.43 K
2019-06-08 00:12:52,60.58 M,2.20 G,0.00 B,924.00 B
2019-06-08 00:12:55,60.59 M,2.20 G,0.00 B,816.00 B
2019-06-08 00:12:57,60.59 M,2.20 G,0.00 B,336.00 B
2019-06-08 00:13:00,60.59 M,2.20 G,0.00 B,180.00 B
2019-06-08 00:13:02,60.59 M,2.20 G,204.00 B,582.00 B
2019-06-08 00:13:05,60.59 M,2.20 G,0.00 B,324.00 B
2019-06-08 00:13:07,60.59 M,2.20 G,42.00 B,336.00 B
2019-06-08 00:13:10,60.59 M,2.20 G,0.00 B,708.00 B
2019-06-08 00:13:12,60.59 M,2.20 G,0.00 B,768.00 B
2019-06-08 00:13:14,60.60 M,2.20 G,0.00 B,492.00 B
2019-06-08 00:13:16,60.60 M,2.20 G,0.00 B,1.38 K
2019-06-08 00:13:18,60.60 M,2.20 G,0.00 B,1.05 K
2019-06-08 00:13:20,60.60 M,2.20 G,0.00 B,1.16 K
2019-06-08 00:13:22,60.61 M,2.20 G,5.80 K,169.80 K
2019-06-08 00:13:24,60.61 M,2.20 G,0.00 B,1.30 K
2019-06-08 00:13:26,60.61 M,2.20 G,5.09 K,168.28 K
2019-06-08 00:13:28,60.61 M,2.20 G,50.00 B,672.00 B
2019-06-08 00:13:30,60.62 M,2.20 G,3.42 K,64.96 K
2019-06-08 00:13:33,60.62 M,2.20 G,0.00 B,120.00 B
2019-06-08 00:13:35,60.62 M,2.20 G,0.00 B,596.00 B
2019-06-08 00:13:38,60.62 M,2.20 G,0.00 B,780.00 B
2019-06-08 00:13:40,60.62 M,2.20 G,0.00 B,336.00 B
2019-06-08 00:13:42,60.63 M,2.20 G,3.22 K,272.23 K
2019-06-08 00:13:44,60.63 M,2.20 G,0.00 B,756.00 B
2019-06-08 00:13:46,60.63 M,2.20 G,0.00 B,972.00 B
2019-06-08 00:13:48,60.63 M,2.20 G,396.00 B,4.68 K
2019-06-08 00:13:50,60.63 M,2.20 G,0.00 B,1.51 K
2019-06-08 00:13:52,60.63 M,2.20 G,0.00 B,1.25 K
2019-06-08 00:13:54,60.63 M,2.20 G,2.00 K,88.77 K
2019-06-08 00:13:56,60.63 M,2.20 G,0.00 B,1.07 K
2019-06-08 00:13:58,60.63 M,2.20 G,0.00 B,672.00 B
2019-06-08 00:14:01,60.63 M,2.20 G,0.00 B,444.00 B
2019-06-08 00:14:03,60.63 M,2.20 G,0.00 B,864.00 B
2019-06-08 00:14:05,60.63 M,2.20 G,528.00 B,1.74 K
2019-06-08 00:14:07,60.64 M,2.20 G,0.00 B,828.00 B
2019-06-08 00:14:09,60.64 M,2.20 G,84.00 B,852.00 B
2019-06-08 00:14:12,60.64 M,2.20 G,0.00 B,624.00 B
2019-06-08 00:14:14,60.64 M,2.20 G,0.00 B,1.56 K
2019-06-08 00:14:16,60.65 M,2.20 G,0.00 B,1.83 K
2019-06-08 00:14:18,60.65 M,2.20 G,0.00 B,1.07 K
2019-06-08 00:14:21,60.65 M,2.20 G,0.00 B,1.17 K
2019-06-08 00:14:23,60.65 M,2.20 G,0.00 B,816.00 B
2019-06-08 00:14:25,60.65 M,2.20 G,462.00 B,1.92 K
2019-06-08 00:14:27,60.65 M,2.20 G,0.00 B,228.00 B
2019-06-08 00:14:29,60.65 M,2.20 G,0.00 B,492.00 B
2019-06-08 00:14:33,60.66 M,2.20 G,0.00 B,444.00 B
2019-06-08 00:14:35,60.66 M,2.20 G,1.22 K,29.97 K
2019-06-08 00:14:37,60.66 M,2.20 G,0.00 B,876.00 B
2019-06-08 00:14:39,60.66 M,2.20 G,0.00 B,432.00 B
2019-06-08 00:14:41,60.66 M,2.20 G,1.83 K,884.00 B
2019-06-08 00:14:43,60.66 M,2.20 G,0.00 B,1.44 K
2019-06-08 00:14:46,60.66 M,2.20 G,0.00 B,1.39 K
2019-06-08 00:14:48,60.66 M,2.20 G,924.00 B,15.79 K
2019-06-08 00:14:50,60.66 M,2.20 G,0.00 B,1.02 K
2019-06-08 00:14:52,60.66 M,2.20 G,0.00 B,840.00 B
2019-06-08 00:14:54,60.67 M,2.20 G,2.56 K,3.42 K
2019-06-08 00:14:56,60.67 M,2.20 G,0.00 B,648.00 B
2019-06-08 00:14:58,60.67 M,2.20 G,2.57 K,2.59 K
2019-06-08 00:15:00,60.67 M,2.20 G,0.00 B,288.00 B
2019-06-08 00:15:02,60.67 M,2.20 G,2.57 K,3.17 K
2019-06-08 00:15:04,60.67 M,2.20 G,0.00 B,720.00 B
2019-06-08 00:15:06,60.67 M,2.20 G,0.00 B,540.00 B
2019-06-08 00:15:08,60.67 M,2.20 G,0.00 B,936.00 B
2019-06-08 00:15:10,60.67 M,2.20 G,0.00 B,840.00 B
